Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,5.967e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,5.614e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,6.898e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,6.807e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,7.783e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,6.916e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,2.11594e-05,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,1.63043e-05,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,1.63768e-05,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,3.9493e-06,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,-7.25e-08,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,-8.333e-07,None,m/m,F11,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetostriction,EXP,None,300.0,-7.971e-07,None,m/m,F11,10.1002/admi.202201535
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetostriction,EXP,None,300.0,0.1015037594,None,m/m,F14b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,300.0,-0.2969924812,None,m/m,F14b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,300.0,-0.8496240602,None,m/m,F14b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetostriction,EXP,None,300.0,-1.4473684211,None,m/m,F14b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetostriction,EXP,None,300.0,-3.0263157895,None,m/m,F14b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,curie temperature,EXP,None,None,750.0,10.0,K,None,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,curie temperature,EXP,None,None,725.0,10.0,K,None,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,curie temperature,EXP,None,None,715.0,10.0,K,None,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,curie temperature,EXP,None,None,700.0,10.0,K,None,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,5.0,1163.2653061224,None,A/m,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,100.0,911.5646258503,None,A/m,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,200.0,687.074829932,None,A/m,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,300.0,341.8367346939,None,A/m,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,400.0,176.8707482993,None,A/m,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetostriction,EXP,None,2.0,1.0273e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,2.0,1.2126e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,2.0,1.1247e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetostriction,EXP,None,2.0,9.921e-07,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetostriction,EXP,None,2.0,9.448e-07,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetostriction,EXP,None,50.0,1.0381e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,50.0,1.2133e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,50.0,1.1287e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetostriction,EXP,None,50.0,1.0002e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetostriction,EXP,None,50.0,9.563e-07,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetostriction,EXP,None,100.0,1.0618e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,100.0,1.2316e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,100.0,1.149e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetostriction,EXP,None,100.0,1.0266e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetostriction,EXP,None,100.0,9.887e-07,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetostriction,EXP,None,300.0,1.1477e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,300.0,1.3033e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetostriction,EXP,None,300.0,1.237e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetostriction,EXP,None,300.0,1.1402e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetostriction,EXP,None,300.0,1.1213e-06,None,Ohm*m,F15,10.1016/j.matdes.2024.113396
None,Fe40Mn20Cr20Ni20,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,passive current density,EXP,3.5 wt% NaCl solution,298.0,0.0044,0.0006,A/m^2,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9995Ce0.05,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,passive current density,EXP,3.5 wt% NaCl solution,298.0,0.0034,0.0004,A/m^2,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.999Ce0.1,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,passive current density,EXP,3.5 wt% NaCl solution,298.0,0.0047,0.0008,A/m^2,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9985Ce0.15,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,passive current density,EXP,3.5 wt% NaCl solution,298.0,0.0056,0.0007,A/m^2,T1,10.1016/j.jallcom.2022.164641
None,Fe40Mn20Cr20Ni20,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.17,0.0018,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9995Ce0.05,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.156,0.0026,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.999Ce0.1,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.27,0.0017,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9985Ce0.15,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.303,0.0041,V,T1,10.1016/j.jallcom.2022.164641
None,Fe40Mn20Cr20Ni20,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,pitting potential,EXP,3.5 wt% NaCl solution,298.0,-0.058,0.0021,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9995Ce0.05,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.029,0.003,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.999Ce0.1,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.054,0.0017,V,T1,10.1016/j.jallcom.2022.164641
None,(Fe40Mn20Cr20Ni20)0.9985Ce0.15,FCC,AAM+H+CR+A+WQ,homogenized in Ar at 1473K for 2h cold rolled to 70% reduction and annealed at 1273K for 1h followed by water quench,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.265,0.0049,V,T1,10.1016/j.jallcom.2022.164641
None,FeCoNiCr,FCC,AAM,None,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.26,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu0.5 ,FCC+FCC,AAM,None,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.29,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu1,FCC+FCC,AAM,None,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.33,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCr,FCC,AAM,None,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.31,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu0.5 ,FCC+FCC,AAM,None,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.09,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu1,FCC+FCC,AAM,None,pitting potential,EXP,3.5 wt% NaCl solution,298.0,0.08,None,V,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCr,FCC,AAM,None,corrosion current density,EXP,3.5 wt% NaCl solution,298.0,0.000315,None,A/m^2,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu0.5 ,FCC+FCC,AAM,None,corrosion current density,EXP,3.5 wt% NaCl solution,298.0,0.00723,None,A/m^2,T5,10.1016/j.matchemphys.2005.01.001
None,FeCoNiCrCu1,FCC+FCC,AAM,None,corrosion current density,EXP,3.5 wt% NaCl solution,298.0,0.0132,None,A/m^2,T5,10.1016/j.matchemphys.2005.01.001
None,FeCo Ni Al0.2 Si0.2,FCC,AAM+MS,None,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.36,None,V,T2,10.1016/j.intermet.2020.106778
None,FeCo Ni Al0.2 Si0.2,FCC+BCC,AAM,None,corrosion potential,EXP,3.5 wt% NaCl solution,298.0,-0.44,None,V,T2,10.1016/j.intermet.2020.106778
None,FeCo Ni Al0.2 Si0.2,FCC,AAM+MS,None,corrosion current density,EXP,3.5 wt% NaCl solution,298.0,0.00241,None,A/m^2,T2,10.1016/j.intermet.2020.106778
None,FeCo Ni Al0.2 Si0.2,FCC+BCC,AAM,None,corrosion current density,EXP,3.5 wt% NaCl solution,298.0,0.195,None,A/m^2,T2,10.1016/j.intermet.2020.106778
None,FeCo Ni Al0.2 Si0.2,FCC,AAM+MS,None,pitting potential,EXP,3.5 wt% NaCl solution,298.0,-0.01,None,V,T2,10.1016/j.intermet.2020.106778
None,FeCo Ni Al0.2 Si0.2,FCC+BCC,AAM,None,pitting potential,EXP,3.5 wt% NaCl solution,298.0,-0.41,None,V,T2,10.1016/j.intermet.2020.106778
None,FeCoNi(GaCu)0.5,FCC,VAM+A+HR+A,annealed for 48h at 1200*C then hot rolled and annealed at 1200*C for another 1h,saturation magnetization,EXP,None,300.0,114.0,None,Am^2/kg,T3,10.1016/j.physb.2024.416495
None,FeCoNi(GaCu)0.5,FCC,VAM+A+HR+A,annealed for 48h at 1200*C then hot rolled and annealed at 1200*C for another 1h,coercivity,EXP,None,300.0,320.0,None,A/m,T3,10.1016/j.physb.2024.416495
None,FeCoNi(GaCu)0.5,FCC,VAM+A+HR+A,annealed for 48h at 1200*C then hot rolled and annealed at 1200*C for another 1h,saturation magnetostriction,EXP,None,300.0,5.7e-06,None,m/m,T3,10.1016/j.physb.2024.416495
None,FeCoNi(GaCu)0.5,FCC,VAM+A+HR+A,annealed for 48h at 1200*C then hot rolled and annealed at 1200*C for another 1h,curie temperature,EXP,None,None,591.0,None,K,T3,10.1016/j.physb.2024.416495
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,coercivity,EXP,None,298.0,60.05859375,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,coercivity,EXP,None,298.0,56.279296875,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,coercivity,EXP,None,298.0,44.94140625,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,coercivity,EXP,None,298.0,42.568359375,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,coercivity,EXP,None,298.0,36.240234375,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1173K for 2h and furnance cooled "to study phase stability",coercivity,EXP,None,298.0,70.1639344262,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1273K for 2h and furnance cooled "to study phase stability",coercivity,EXP,None,298.0,106.0983606557,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1373K for 2h and furnance cooled "to study phase stability",coercivity,EXP,None,298.0,60.0655737705,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1473K for 2h and furnance cooled "to study phase stability",coercivity,EXP,None,298.0,40.7868852459,None,A/m,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,tensile yield stress,EXP,5e-4 strain rate,298.0,103703703.703703,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,tensile yield stress,EXP,5e-4 strain rate,298.0,120833333.333333,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,tensile yield stress,EXP,5e-4 strain rate,298.0,125925925.925925,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,tensile yield stress,EXP,5e-4 strain rate,298.0,142592592.592592,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,tensile yield stress,EXP,5e-4 strain rate,298.0,143518518.518518,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1173K for 2h and furnance cooled "to study phase stability",tensile yield stress,EXP,5e-4 strain rate,298.0,165827338.129496,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1273K for 2h and furnance cooled "to study phase stability",tensile yield stress,EXP,5e-4 strain rate,298.0,165827338.129496,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1373K for 2h and furnance cooled "to study phase stability",tensile yield stress,EXP,5e-4 strain rate,298.0,144964028.77697802,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1473K for 2h and furnance cooled "to study phase stability",tensile yield stress,EXP,5e-4 strain rate,298.0,138489208.633093,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,UTS,EXP,5e-4 strain rate,298.0,201851851.851851,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,UTS,EXP,5e-4 strain rate,298.0,304166666.66666603,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,UTS,EXP,5e-4 strain rate,298.0,330092592.592592,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,UTS,EXP,5e-4 strain rate,298.0,383333333.33333296,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,UTS,EXP,5e-4 strain rate,298.0,406481481.481481,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1173K for 2h and furnance cooled "to study phase stability",UTS,EXP,5e-4 strain rate,298.0,394964028.776978,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1273K for 2h and furnance cooled "to study phase stability",UTS,EXP,5e-4 strain rate,298.0,422302158.273381,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1373K for 2h and furnance cooled "to study phase stability",UTS,EXP,5e-4 strain rate,298.0,378776978.41726595,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1473K for 2h and furnance cooled "to study phase stability",UTS,EXP,5e-4 strain rate,298.0,369064748.201438,None,Pa,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,tensile ductility,EXP,5e-4 strain rate,298.0,71.3981042654,3.672985782,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,tensile ductility,EXP,5e-4 strain rate,298.0,44.2654028436,2.2511848341,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,tensile ductility,EXP,5e-4 strain rate,298.0,52.144549763,2.6658767773,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,tensile ductility,EXP,5e-4 strain rate,298.0,43.1398104265,2.1327014218,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,tensile ductility,EXP,5e-4 strain rate,298.0,45.2725118483,2.1327014218,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1173K for 2h and furnance cooled "to study phase stability",tensile ductility,EXP,5e-4 strain rate,298.0,44.3207126949,2.004454343,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1273K for 2h and furnance cooled "to study phase stability",tensile ductility,EXP,5e-4 strain rate,298.0,37.2383073497,1.8708240535,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1373K for 2h and furnance cooled "to study phase stability",tensile ductility,EXP,5e-4 strain rate,298.0,53.140311804,2.5389755011,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1473K for 2h and furnance cooled "to study phase stability",tensile ductility,EXP,5e-4 strain rate,298.0,54.3429844098,2.6057906459,%,F9,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,saturation magnetostriction,EXP,None,298.0,1.16959e-05,None,m/m,F8,10.1016/j.intermet.2024.108629
